Pincode,Date,Unemployment Rate (%),Student Absentees,Eviction Count,Avg Household Income,Avg Temperature (°C),Flu Cases,Suicidal Cases,Emergency Cases,Hospital Admissions
571201,2022-05-01,8.88,92,2,26264.0,24.9,20,1,11,31
571201,2022-06-01,9.05,134,4,28782.0,30.4,23,4,13,27
571201,2023-08-01,5.91,119,3,24868.0,23.7,20,2,19,31
571211,2005-09-01,5.38,123,5,36220.0,28.5,12,1,8,14
571212,2021-05-01,6.4,131,4,22444.0,27.6,22,2,18,19
571213,2012-12-01,6.37,137,6,14016.0,28.9,21,2,9,27
571213,2014-11-01,6.75,100,6,22231.0,28.4,10,2,9,30
571213,2020-04-01,9.58,113,4,24893.0,27.1,22,5,11,27
571214,2010-05-01,6.46,112,7,23342.0,22.2,16,1,18,22
571214,2020-06-01,4.0,128,4,26713.0,25.0,24,1,15,25
571214,2023-10-01,6.68,118,8,26742.0,31.4,20,4,23,21
571215,2005-01-01,8.01,116,7,21373.0,33.1,18,3,13,19
571215,2008-09-01,5.05,129,5,25054.0,25.2,25,1,21,30
571215,2013-03-01,6.62,130,9,21987.0,28.8,19,3,13,24
571215,2018-05-01,4.97,124,4,26253.0,29.7,23,0,13,18
571215,2022-11-01,6.19,115,7,25674.0,26.3,16,1,13,19
571216,2020-08-01,7.08,135,6,24900.0,31.4,17,3,14,21
571217,2018-01-01,8.74,105,1,27748.0,24.3,13,3,16,29
571217,2018-06-01,4.02,121,6,24196.0,31.4,23,5,11,22
571218,2014-01-01,8.75,126,6,28668.0,22.8,24,3,16,18
571218,2016-12-01,9.18,97,3,33387.0,25.2,15,7,19,25
571218,2017-08-01,6.47,128,2,23027.0,28.8,18,3,17,30
571218,2017-09-01,5.5,114,3,30147.0,30.7,27,5,16,18
571219,2006-08-01,6.11,106,3,28845.0,29.0,19,5,18,26
571219,2009-08-01,6.8,109,4,24757.0,27.5,20,4,19,21
571219,2011-02-01,5.44,123,4,33736.0,25.5,14,5,11,22
571219,2014-05-01,6.37,117,8,28275.0,29.4,13,2,16,23
571219,2015-11-01,8.76,130,1,20927.0,29.1,22,2,16,21
571219,2019-04-01,5.49,130,9,32206.0,30.1,21,2,20,32
571219,2024-04-01,6.9,153,5,28604.0,32.3,21,5,16,27
571231,2008-12-01,5.7,132,5,30546.0,33.5,19,3,18,32
571231,2011-12-01,5.47,110,8,23844.0,28.3,17,5,13,28
571231,2018-03-01,1.69,123,7,24952.0,30.9,28,1,15,23
571232,2005-01-01,4.42,121,7,28388.0,24.3,18,2,13,18
571232,2006-11-01,5.29,99,6,20448.0,34.7,18,3,15,35
571232,2010-04-01,5.26,100,4,23720.0,31.1,16,9,11,30
571232,2012-05-01,7.27,111,5,28713.0,25.7,21,2,12,18
571232,2015-06-01,5.99,122,2,27151.0,25.7,20,6,16,26
571232,2016-05-01,6.75,132,8,30520.0,23.4,27,3,15,35
571232,2019-02-01,9.07,140,2,26837.0,24.2,17,1,10,22
571234,2007-03-01,3.28,124,3,21439.0,30.4,21,3,19,18
571234,2007-11-01,2.55,112,3,24895.0,26.6,20,5,12,31
571234,2013-08-01,8.25,140,10,27774.0,30.4,17,3,17,20
571234,2014-06-01,6.13,127,7,19088.0,27.0,28,4,16,17
571234,2016-11-01,6.19,133,3,15085.0,23.1,20,0,18,20
571234,2017-02-01,3.87,140,8,25188.0,27.4,14,1,14,37
571234,2019-12-01,5.95,117,5,25952.0,30.1,15,4,16,23
571235,2015-09-01,7.07,122,5,21239.0,32.9,9,4,19,21
571235,2015-09-01,7.91,113,1,25161.0,32.3,21,1,12,24
571236,2005-01-01,8.08,116,5,30554.0,31.5,17,5,10,23
571236,2008-11-01,4.26,111,5,29629.0,21.3,21,2,15,31
571236,2011-07-01,3.73,110,6,22633.0,28.6,25,3,8,33
571236,2021-04-01,5.31,105,5,24176.0,32.0,10,5,17,22
571236,2023-04-01,6.57,134,6,18743.0,20.2,26,2,11,17
571237,2013-11-01,5.89,133,3,24017.0,27.3,27,6,16,25
571237,2016-04-01,10.17,106,4,25725.0,31.8,18,4,8,32
571237,2016-10-01,4.49,123,5,25933.0,33.8,16,2,13,28
571237,2018-12-01,5.72,117,10,20087.0,31.5,22,3,16,23
571237,2020-04-01,4.52,125,5,30595.0,27.7,25,2,18,23
571247,2007-07-01,4.74,114,6,19611.0,29.7,19,3,18,25
571247,2009-02-01,7.18,137,5,21242.0,30.4,16,3,13,19
571247,2009-07-01,5.25,145,4,28016.0,29.1,21,3,8,17
571247,2009-09-01,7.91,132,7,28875.0,23.9,25,4,11,29
571247,2021-10-01,6.04,126,3,17096.0,29.1,24,4,24,20
571248,2022-10-01,5.79,136,5,24495.0,29.0,19,5,8,29
571249,2014-01-01,6.51,106,6,36066.0,27.9,15,2,13,26
571249,2020-03-01,9.35,114,5,21167.0,21.3,19,4,17,29
571249,2024-06-01,8.38,129,3,23520.0,27.9,17,6,18,24
571250,2014-04-01,5.37,102,5,28409.0,30.2,22,1,15,25
571250,2020-08-01,4.85,125,1,28060.0,21.9,23,4,16,30
571250,2020-09-01,10.36,137,1,18266.0,28.1,15,3,18,25
571250,2021-07-01,6.14,101,11,18147.0,26.4,15,8,9,20
571251,2006-02-01,4.27,129,7,18998.0,31.9,12,3,14,35
571251,2008-08-01,10.55,112,6,22759.0,33.0,14,2,18,30
571251,2020-06-01,4.67,136,2,22089.0,32.0,22,1,13,26
571252,2010-07-01,10.45,121,8,20970.0,34.9,17,2,16,31
571252,2013-10-01,5.91,102,8,28698.0,33.5,12,2,21,12
571252,2021-09-01,10.03,129,4,26188.0,27.3,15,7,18,24
571252,2023-10-01,3.2,120,2,22342.0,25.7,21,3,14,26
571252,2024-02-01,6.44,109,6,22667.0,21.2,12,3,14,29
571252,2024-03-01,4.65,120,7,25044.0,28.4,30,2,14,20
571252,2024-10-01,8.22,112,8,29785.0,32.2,20,3,21,30
571252,2024-12-01,6.98,121,9,10374.0,22.5,22,5,20,28
571253,2009-08-01,6.44,107,10,27355.0,27.9,32,9,12,21
571253,2010-04-01,4.65,130,5,31188.0,25.5,11,3,15,24
571253,2016-11-01,5.6,97,3,24671.0,31.6,14,1,20,36
571253,2018-01-01,6.89,112,3,33901.0,26.5,20,2,17,24
571253,2020-12-01,6.09,108,5,26085.0,30.8,23,6,14,27
571253,2024-07-01,7.66,119,1,21112.0,26.0,23,2,21,29
571254,2009-05-01,8.4,141,6,18640.0,30.7,9,2,20,24
571254,2012-02-01,3.76,108,3,28854.0,26.6,21,4,15,30
571254,2015-11-01,9.1,125,7,21698.0,27.7,17,1,9,29
571301,2013-02-01,7.68,125,8,13651.0,26.1,30,0,18,23
571301,2014-05-01,4.42,111,8,24160.0,30.7,24,1,17,18
571301,2023-04-01,8.77,103,5,18626.0,27.7,26,5,16,25
571302,2011-01-01,6.81,114,3,30634.0,22.3,17,5,9,31
571302,2016-02-01,2.54,137,6,12461.0,29.1,18,2,21,34
571302,2018-01-01,5.11,129,5,23894.0,27.4,21,5,17,32
571311,2009-09-01,8.4,110,4,18955.0,28.3,23,0,15,24
571311,2010-05-01,5.74,137,3,29005.0,31.5,24,2,18,27
571311,2012-03-01,1.63,120,2,14952.0,29.2,14,10,18,19
571311,2021-09-01,7.69,114,10,35183.0,28.1,29,2,19,26
571312,2008-01-01,7.7,112,5,31490.0,27.6,19,4,17,14
571312,2011-06-01,7.11,116,9,26801.0,25.4,20,6,20,23
571312,2018-05-01,6.92,129,8,28519.0,28.1,15,4,11,20
571312,2020-08-01,6.74,110,11,33512.0,32.3,14,4,12,37
571313,2008-02-01,6.55,117,6,24870.0,28.7,26,4,17,36
571314,2007-09-01,4.26,129,6,29698.0,24.0,26,2,22,33
571314,2007-11-01,5.81,104,1,22373.0,28.7,28,3,14,18
571314,2015-01-01,7.16,122,5,21596.0,27.8,18,1,18,20
571315,2010-10-01,4.71,115,7,18656.0,26.8,19,1,15,32
571315,2020-05-01,5.54,142,5,22724.0,26.2,15,5,13,28
571315,2022-12-01,3.93,126,1,24753.0,26.2,22,4,13,32
571316,2010-12-01,4.51,116,11,31969.0,29.5,20,3,14,30
571320,2006-03-01,10.67,119,4,24543.0,25.5,30,0,16,25
571320,2012-11-01,7.46,128,5,23530.0,28.9,27,3,18,18
571320,2012-12-01,5.23,127,6,21286.0,28.8,14,3,13,25
571320,2017-09-01,6.82,129,4,24842.0,32.8,20,5,8,22
571342,2007-05-01,5.97,101,4,25674.0,32.3,22,3,8,39
571342,2017-01-01,8.43,120,4,22764.0,25.2,20,2,18,33
571342,2023-12-01,7.48,122,5,28890.0,25.7,22,4,8,29
571342,2023-12-01,4.32,131,3,21316.0,26.7,20,1,15,23
571401,2005-01-01,5.02,132,5,25251.0,25.1,26,6,12,27
571401,2012-04-01,3.7,131,6,26406.0,26.4,18,2,16,22
571401,2021-11-01,6.21,127,3,18028.0,31.7,18,4,15,30
571402,2009-06-01,5.42,122,5,28621.0,30.8,24,5,22,19
571402,2009-12-01,9.15,108,3,29783.0,31.0,30,1,14,23
571403,2007-01-01,5.32,111,4,17826.0,26.5,11,4,12,16
571403,2008-04-01,8.5,142,5,29888.0,32.6,15,1,13,27
571403,2010-01-01,5.97,151,6,30373.0,26.2,24,0,19,19
571404,2015-09-01,6.61,103,3,25569.0,23.3,19,4,11,24
571404,2020-12-01,3.88,117,3,17777.0,29.6,19,2,14,26
571404,2021-07-01,8.26,108,5,31349.0,29.8,17,3,14,23
571404,2022-01-01,8.15,107,7,26295.0,20.2,19,5,16,32
571405,2006-04-01,4.45,110,1,25847.0,29.2,23,4,19,32
571405,2018-01-01,8.13,105,7,33266.0,25.0,21,3,11,15
571415,2006-01-01,11.15,111,7,17834.0,29.9,14,2,12,28
571415,2013-05-01,7.59,98,9,15307.0,28.1,15,4,22,27
571416,2007-01-01,5.34,127,10,31150.0,26.3,21,1,14,22
571416,2018-07-01,7.85,133,2,28243.0,27.6,18,2,14,24
571416,2019-07-01,8.5,112,3,26261.0,28.2,16,1,12,22
571416,2021-11-01,9.38,118,8,19021.0,30.4,17,2,16,24
571417,2007-09-01,8.43,116,3,23357.0,27.7,16,2,14,37
571417,2009-11-01,5.64,131,5,19042.0,29.2,17,1,15,20
571418,2005-09-01,6.15,105,8,19959.0,26.2,19,1,24,24
571418,2008-09-01,5.42,125,6,17711.0,32.1,19,4,14,16
571418,2013-06-01,6.07,130,5,30566.0,31.1,17,3,18,33
571419,2012-12-01,5.86,128,4,16047.0,31.8,12,3,13,23
571419,2020-01-01,5.61,115,5,17210.0,21.1,23,2,9,29
571419,2023-11-01,9.56,124,9,20477.0,25.7,16,3,15,32
571421,2009-04-01,3.83,117,5,32670.0,23.4,15,3,13,23
571421,2019-04-01,5.95,115,2,30364.0,31.2,29,2,12,31
571421,2021-06-01,5.94,133,6,23179.0,27.5,15,7,22,25
571421,2022-05-01,8.92,139,5,21444.0,28.0,26,4,14,27
571422,2008-05-01,6.65,111,7,28379.0,32.4,19,4,18,26
571422,2009-12-01,7.34,89,2,26575.0,29.5,26,1,15,20
571422,2012-06-01,8.79,121,1,20696.0,29.8,21,3,15,22
571422,2013-05-01,8.7,92,4,29396.0,28.1,22,5,14,27
571422,2019-09-01,6.24,128,7,21430.0,34.1,18,1,15,26
571422,2022-07-01,3.26,120,8,23004.0,24.7,22,1,14,26
571423,2005-04-01,2.88,118,1,20211.0,29.3,15,4,14,15
571423,2006-05-01,3.16,121,3,27223.0,27.6,35,3,17,21
571423,2007-03-01,6.96,135,6,25556.0,24.9,21,3,20,31
571423,2009-05-01,7.26,127,3,24664.0,26.9,21,4,14,26
571423,2018-10-01,10.14,109,3,25327.0,30.0,23,2,19,26
571424,2010-12-01,5.35,108,0,27165.0,37.0,24,7,10,24
571424,2022-07-01,6.4,127,3,30333.0,25.2,15,3,19,23
571425,2014-06-01,6.52,114,6,29733.0,25.8,28,7,11,23
571425,2019-02-01,8.8,124,8,21760.0,34.6,17,3,15,29
571425,2021-06-01,3.93,116,4,23279.0,29.1,24,3,10,17
571425,2022-02-01,6.56,112,2,21927.0,29.5,21,3,20,12
571425,2023-01-01,0.36,128,1,20815.0,26.7,19,4,10,28
571426,2005-09-01,7.8,116,5,31683.0,26.1,21,5,13,23
571426,2010-08-01,4.02,118,6,21734.0,25.0,12,1,16,29
571426,2023-11-01,7.42,141,5,26665.0,20.1,12,3,12,20
571427,2010-05-01,3.38,110,6,28290.0,25.9,17,1,22,24
571428,2006-09-01,4.66,133,3,24041.0,29.2,16,8,9,28
571428,2013-08-01,5.33,107,6,30407.0,27.5,28,2,6,17
571428,2014-02-01,7.49,138,0,15504.0,23.5,20,2,13,18
571428,2014-03-01,6.54,103,5,29986.0,23.7,20,3,15,16
571428,2016-10-01,2.43,113,5,29622.0,28.6,18,3,20,21
571429,2007-11-01,8.2,121,7,25428.0,24.9,22,3,19,24
571429,2014-02-01,4.57,144,5,18012.0,28.8,13,2,18,23
571429,2018-05-01,5.71,130,2,25940.0,24.1,13,4,23,28
571429,2019-05-01,7.71,120,7,22319.0,23.4,22,0,19,27
571429,2023-11-01,6.49,124,0,22556.0,28.5,19,2,9,25
571430,2006-07-01,9.64,110,5,32465.0,30.0,16,3,19,32
571430,2013-08-01,8.19,129,4,25911.0,25.6,23,5,15,25
571430,2018-09-01,5.89,119,7,17266.0,25.8,21,2,16,22
571430,2019-07-01,8.37,129,0,19330.0,27.2,21,3,15,23
571431,2008-04-01,5.69,127,7,27266.0,30.1,12,4,17,18
571432,2018-05-01,10.92,116,4,24348.0,26.8,19,3,20,19
571432,2021-02-01,9.77,123,6,22355.0,26.0,16,2,13,27
571433,2014-05-01,9.0,120,6,24470.0,28.2,23,3,14,20
571433,2024-11-01,7.71,112,5,22348.0,29.0,19,3,7,11
571434,2020-09-01,5.41,125,6,22532.0,26.6,12,3,25,19
571435,2007-05-01,6.04,119,5,29536.0,26.4,18,1,15,22
571435,2020-10-01,2.43,110,4,27265.0,24.8,19,2,12,28
571436,2005-12-01,6.23,124,7,29229.0,29.5,15,1,15,32
571436,2010-12-01,6.03,127,6,20502.0,31.7,20,5,12,32
571436,2016-11-01,3.28,116,4,22629.0,31.8,19,4,17,30
571436,2017-07-01,5.75,112,7,20574.0,28.1,19,3,11,27
571438,2012-02-01,8.03,118,6,22386.0,30.6,24,4,16,27
571438,2021-02-01,7.09,116,7,26125.0,28.5,22,5,9,29
571439,2013-05-01,9.5,114,5,22861.0,25.0,13,2,19,28
571439,2014-05-01,6.53,112,0,21928.0,23.9,21,8,18,25
571439,2019-05-01,7.92,117,6,22862.0,29.2,19,2,14,21
571440,2007-01-01,5.59,120,4,30756.0,29.2,20,1,17,29
571440,2013-07-01,4.55,108,4,21603.0,26.6,12,3,13,29
571440,2021-06-01,4.16,113,3,31367.0,26.4,23,2,14,26
571440,2023-04-01,7.13,130,2,25145.0,32.6,23,1,12,30
571441,2016-06-01,5.74,134,4,27316.0,30.9,23,1,12,28
571441,2019-06-01,3.63,100,7,23283.0,29.0,20,3,12,17
571441,2022-09-01,5.15,129,3,16312.0,29.4,23,6,17,28
571441,2023-01-01,8.11,116,4,21926.0,29.4,18,0,16,26
571442,2011-01-01,3.91,120,1,20309.0,26.3,18,3,20,19
571442,2013-11-01,5.5,112,3,34564.0,28.1,15,2,21,27
571442,2018-01-01,3.69,110,8,20709.0,29.0,24,2,19,22
571442,2018-02-01,5.6,120,6,23733.0,27.1,17,5,23,25
571442,2024-12-01,4.27,106,2,21679.0,27.4,13,6,14,27
571443,2010-12-01,2.32,116,2,22756.0,30.9,18,2,13,24
571443,2014-05-01,3.29,109,7,14823.0,29.4,16,6,15,13
571443,2014-08-01,7.07,99,5,25678.0,27.6,21,3,15,27
571443,2015-08-01,7.2,127,5,12090.0,32.9,20,1,20,24
571443,2021-11-01,8.93,136,3,16756.0,28.4,22,1,20,39
571443,2023-01-01,7.81,116,2,20006.0,31.3,18,1,11,26
571444,2008-11-01,6.68,129,3,29421.0,24.0,18,2,10,26
571444,2010-08-01,6.5,111,2,15701.0,26.0,17,2,19,27
571444,2023-09-01,4.82,131,3,30580.0,30.3,20,2,11,21
571444,2023-10-01,6.38,128,1,21944.0,24.6,14,2,14,28
571445,2008-07-01,8.2,105,6,22357.0,31.0,22,4,9,26
571445,2017-05-01,5.32,119,5,24267.0,23.8,17,4,17,26
571445,2023-08-01,12.28,123,5,21293.0,35.8,31,4,13,23
571446,2007-04-01,4.92,121,5,26639.0,26.2,18,2,13,31
571446,2009-12-01,8.23,119,4,20585.0,30.7,12,3,14,24
571446,2017-06-01,4.93,107,6,25605.0,27.6,18,5,13,23
571448,2006-09-01,4.56,117,6,30075.0,26.0,24,2,14,33
571448,2008-10-01,7.79,139,2,20476.0,27.0,16,1,18,26
571448,2010-03-01,7.46,110,6,22943.0,29.2,25,0,13,34
571448,2010-12-01,8.25,109,5,36377.0,29.4,22,2,15,27
571448,2012-05-01,4.14,117,2,28056.0,22.7,24,0,19,26
571448,2012-06-01,6.74,139,6,28895.0,24.1,27,0,12,20
571450,2008-11-01,4.12,116,6,18023.0,22.9,21,4,21,24
571450,2010-02-01,7.72,126,3,20577.0,27.8,18,8,6,20
571450,2013-12-01,5.67,129,2,22606.0,25.9,13,0,23,14
571450,2018-10-01,5.6,121,7,27780.0,22.7,24,3,21,24
571455,2005-12-01,6.11,120,7,26013.0,27.6,21,2,10,26
571455,2013-11-01,4.37,114,8,22206.0,24.6,17,2,15,17
571455,2017-02-01,6.59,120,5,22240.0,28.4,20,4,16,25
571455,2021-10-01,7.06,126,7,22002.0,25.9,11,3,13,25
571457,2014-12-01,10.9,126,8,22856.0,30.0,16,2,15,24
571457,2015-03-01,10.48,114,7,24265.0,29.9,31,6,9,25
571457,2018-04-01,9.44,114,5,21163.0,31.0,23,1,20,22
571463,2006-07-01,9.14,122,5,19376.0,25.9,16,4,19,25
571463,2010-07-01,6.57,147,5,29677.0,30.5,18,1,17,26
571463,2016-02-01,3.3,121,5,21292.0,24.1,20,2,12,27
571475,2021-07-01,10.41,127,5,22550.0,34.9,26,0,11,22
571475,2023-11-01,4.19,116,4,29066.0,30.5,21,2,11,19
571475,2024-02-01,2.52,120,5,29343.0,29.1,19,6,12,29
571476,2007-02-01,5.99,110,7,24200.0,28.4,25,2,12,28
571476,2023-01-01,6.09,101,5,19229.0,29.8,26,4,22,19
571477,2011-06-01,7.6,107,6,28923.0,32.9,19,2,10,29
571477,2013-08-01,4.07,140,1,18543.0,29.8,23,3,14,22
571477,2016-02-01,3.16,124,7,24199.0,30.6,21,2,13,28
571477,2021-06-01,6.77,131,9,30889.0,29.7,32,3,14,27
571477,2024-04-01,6.56,115,5,25116.0,25.7,18,5,15,28
571478,2014-11-01,4.93,105,6,23929.0,25.9,23,4,18,28
571478,2016-04-01,8.23,128,5,22984.0,28.5,19,4,21,33
571478,2019-10-01,10.05,126,2,16185.0,28.1,25,2,14,26
571478,2020-10-01,7.75,121,5,29233.0,28.1,13,1,16,32
571490,2007-02-01,8.01,109,1,14160.0,29.9,30,4,15,21
571490,2007-11-01,6.81,103,1,22445.0,32.7,20,3,19,24
571490,2015-05-01,4.0,127,3,25209.0,27.9,17,1,13,16
571490,2020-03-01,6.47,115,7,32252.0,29.4,21,0,17,23
571490,2023-01-01,8.86,111,4,26080.0,29.1,28,0,9,15
571601,2021-02-01,7.51,109,5,13694.0,27.4,18,10,18,15
571601,2024-01-01,9.93,116,1,20860.0,29.6,25,1,11,19
571602,2012-06-01,6.51,119,2,22793.0,29.4,22,1,11,28
571602,2012-09-01,3.14,110,4,30169.0,30.7,17,4,17,29
571603,2005-10-01,7.87,122,7,37296.0,31.7,27,1,17,23
571603,2011-04-01,9.08,104,5,33345.0,32.5,22,2,10,24
571603,2015-08-01,10.5,123,7,28022.0,28.9,29,3,16,20
571604,2016-05-01,5.62,118,3,24759.0,28.3,18,4,10,27
571604,2018-02-01,5.66,119,3,15522.0,31.3,26,3,14,23
571604,2020-01-01,8.23,123,5,18117.0,29.5,31,5,12,28
571604,2023-07-01,8.77,130,10,26659.0,28.6,17,2,12,27
571605,2012-04-01,8.23,127,5,27734.0,29.1,20,2,12,19
571605,2013-07-01,7.8,126,5,27372.0,28.0,31,2,17,25
571605,2019-01-01,8.45,132,4,24296.0,28.6,20,6,15,20
571605,2021-11-01,6.23,123,3,23794.0,26.1,18,3,16,22
571605,2023-09-01,5.77,120,6,26245.0,31.2,12,7,18,38
571607,2007-09-01,5.42,106,6,19696.0,24.3,20,3,12,26
571610,2007-05-01,4.94,131,5,29156.0,29.7,15,4,15,22
571610,2014-05-01,6.74,121,9,21203.0,28.0,15,0,23,21
571610,2022-11-01,5.86,121,6,32408.0,25.2,18,3,11,23
571610,2023-02-01,8.8,122,3,21474.0,29.1,17,1,15,30
571617,2016-02-01,5.81,114,4,24714.0,29.0,25,4,15,26
571617,2019-10-01,6.76,105,6,19323.0,23.2,11,1,8,24
571617,2023-04-01,7.75,123,7,31203.0,33.1,18,3,17,23
571802,2009-07-01,5.1,131,5,27151.0,33.4,20,1,15,25
571802,2014-12-01,4.91,114,5,29343.0,25.1,19,0,13,17
571807,2005-06-01,4.36,120,3,36325.0,30.6,13,4,15,19
571807,2008-03-01,6.17,116,4,29077.0,28.3,21,6,15,20
571807,2008-11-01,3.39,124,3,27655.0,26.7,17,2,14,31
571807,2019-01-01,2.32,123,4,21424.0,31.5,20,3,14,23
571811,2007-04-01,6.77,126,3,20842.0,32.6,22,4,18,28
571811,2009-05-01,4.57,122,3,23380.0,20.4,14,4,13,24
571811,2016-09-01,6.72,144,5,25831.0,32.0,21,5,10,34
571812,2008-06-01,7.4,125,4,20840.0,28.9,23,1,15,20
571812,2011-12-01,8.44,102,7,23560.0,24.6,14,3,8,28
572101,2017-08-01,6.0,119,7,21386.0,29.8,22,2,26,27
572101,2022-10-01,4.39,121,2,31878.0,27.8,21,4,7,32
572102,2005-05-01,10.03,100,4,22234.0,30.0,15,3,11,29
572102,2016-09-01,4.0,145,4,22366.0,29.1,21,2,7,21
572103,2008-05-01,6.52,121,2,22751.0,25.3,19,3,10,21
572103,2021-05-01,2.57,117,6,25885.0,25.6,15,2,11,27
572103,2022-11-01,5.3,121,11,32099.0,32.6,14,4,16,23
572104,2011-10-01,5.66,122,6,25658.0,32.9,12,2,15,22
572104,2013-11-01,8.23,131,2,23024.0,27.1,24,0,26,27
572104,2016-04-01,11.86,129,4,32117.0,29.0,24,1,18,30
572104,2018-10-01,4.47,132,6,28925.0,28.7,19,4,12,37
572104,2023-03-01,3.05,127,2,21543.0,32.7,18,3,12,26
572105,2005-05-01,4.98,143,3,23898.0,27.6,17,4,13,23
572105,2017-09-01,5.97,112,4,24438.0,22.7,22,1,14,34
572106,2006-08-01,7.95,135,2,19195.0,26.1,20,2,16,19
572107,2005-01-01,4.05,122,7,31033.0,31.7,18,3,20,28
572107,2015-02-01,7.48,112,6,21663.0,23.0,24,5,17,20
572111,2008-09-01,7.17,117,6,24585.0,31.9,22,3,17,27
572111,2014-06-01,4.25,136,4,17273.0,32.0,20,5,13,32
572112,2012-11-01,7.37,125,2,32606.0,30.6,16,1,18,26
572112,2019-11-01,8.73,114,4,22465.0,30.0,26,4,13,25
572112,2020-01-01,7.8,127,2,25251.0,26.4,17,4,20,20
572113,2005-10-01,6.44,123,5,31783.0,24.9,28,3,14,25
572113,2009-03-01,8.69,110,7,21505.0,23.0,17,4,16,26
572113,2010-11-01,5.52,95,5,29385.0,32.5,25,4,17,21
572113,2016-08-01,7.33,124,5,23428.0,30.7,13,5,15,29
572113,2016-12-01,7.27,116,3,27238.0,30.3,18,5,15,30
572113,2020-10-01,7.06,128,7,16087.0,28.6,20,7,14,31
572114,2008-02-01,5.98,123,6,29251.0,27.9,23,4,11,29
572114,2012-04-01,7.92,98,5,22535.0,27.2,22,2,18,21
572114,2017-11-01,8.54,113,5,20682.0,26.5,20,4,15,18
572115,2006-10-01,5.1,101,8,30656.0,26.8,25,1,14,17
572115,2024-12-01,4.83,101,11,24923.0,25.6,23,2,12,20
572116,2006-01-01,7.11,119,9,25199.0,27.5,20,4,13,23
572116,2007-02-01,7.12,119,8,17882.0,28.1,29,3,13,34
572116,2007-11-01,9.5,118,9,16395.0,31.1,19,5,6,30
572116,2009-10-01,5.57,130,5,20608.0,32.3,16,3,15,22
572116,2010-10-01,7.43,102,1,27322.0,25.3,16,3,9,26
572116,2015-10-01,3.34,121,5,29007.0,26.6,20,5,15,20
572116,2017-02-01,8.87,119,3,28466.0,35.8,26,2,13,26
572117,2006-01-01,5.09,124,5,25334.0,32.4,12,8,10,22
572117,2006-03-01,7.26,113,4,33270.0,31.2,25,1,14,23
572117,2009-10-01,8.19,99,3,21605.0,25.7,25,2,11,11
572117,2010-05-01,3.73,123,3,14017.0,29.9,18,2,20,24
572117,2010-08-01,4.3,116,6,21627.0,30.3,18,2,16,32
572117,2016-06-01,3.88,125,5,24593.0,30.0,19,3,14,28
572117,2021-08-01,9.08,129,4,18341.0,28.8,15,1,11,21
572118,2007-04-01,4.94,131,6,30216.0,28.1,21,6,19,29
572118,2007-05-01,6.16,92,2,24723.0,30.8,25,9,18,19
572118,2008-01-01,4.21,118,8,18257.0,23.0,22,4,18,40
572118,2008-11-01,8.49,118,2,25369.0,26.7,32,0,15,27
572118,2018-01-01,6.47,137,2,21593.0,29.2,19,2,12,20
572119,2007-07-01,8.73,137,4,26295.0,25.6,25,2,16,23
572119,2007-09-01,5.25,119,1,31958.0,21.5,21,2,8,30
572119,2013-11-01,8.8,118,3,22567.0,22.8,14,1,17,28
572119,2024-01-01,9.07,121,3,32568.0,23.7,22,4,11,23
572120,2009-07-01,5.72,112,5,23139.0,29.7,19,6,9,21
572120,2016-02-01,5.11,138,4,33605.0,32.7,11,2,15,23
572121,2005-02-01,8.6,100,8,27331.0,29.7,19,2,19,24
572121,2005-08-01,4.14,135,5,25244.0,31.5,16,4,15,13
572121,2008-12-01,8.02,126,7,20889.0,25.7,17,3,23,21
572121,2012-05-01,3.49,130,1,30495.0,28.4,22,4,20,22
572121,2013-05-01,5.91,111,3,24108.0,32.9,18,7,18,25
572121,2019-11-01,5.81,122,4,34118.0,24.7,14,5,9,29
572122,2006-07-01,7.31,93,3,19108.0,31.1,27,4,11,19
572122,2008-11-01,10.1,126,5,27741.0,27.5,20,6,16,26
572122,2013-02-01,3.23,92,3,24846.0,28.8,16,0,9,24
572122,2016-09-01,5.11,107,3,24976.0,27.9,16,1,16,18
572123,2011-01-01,8.1,111,4,27422.0,26.2,27,3,19,30
572123,2014-03-01,8.67,123,5,32518.0,25.0,19,1,19,26
572123,2015-07-01,8.26,120,3,27570.0,25.7,17,4,15,24
572123,2022-06-01,5.35,119,3,16478.0,25.4,24,0,16,29
572124,2009-12-01,7.32,106,7,31077.0,27.2,25,4,9,26
572125,2010-01-01,6.06,113,1,22351.0,27.5,19,5,12,21
572125,2011-07-01,5.62,117,2,27631.0,26.7,19,1,14,24
572125,2022-11-01,5.66,118,6,32071.0,25.0,20,3,17,24
572126,2005-11-01,10.8,105,7,31296.0,26.6,22,0,17,19
572126,2015-03-01,2.02,112,6,21574.0,25.9,25,2,16,20
572126,2017-02-01,3.06,119,5,28600.0,26.4,23,3,15,19
572126,2019-09-01,6.64,115,5,18457.0,33.7,23,3,16,27
572126,2024-10-01,5.47,121,2,26104.0,30.3,22,4,18,31
572126,2024-11-01,6.26,137,6,17839.0,32.0,19,2,14,23
572127,2006-07-01,7.99,148,8,32941.0,28.9,29,4,17,19
572127,2011-07-01,8.06,117,3,25736.0,27.3,30,3,16,24
572127,2018-12-01,8.66,116,7,25042.0,25.9,19,4,18,30
572128,2009-06-01,7.29,132,4,33217.0,26.9,17,3,14,30
572128,2014-01-01,5.98,112,8,23252.0,22.6,19,1,19,18
