Pincode,Date,UnemploymentRate,SchoolAttendance,EvictionRecords,IncomeVariability,SeasonalIllnessIndex,HospitalAdmissions
577431,2024-09-25,8.4,88.27,49,2157.79,74.25,120.56
577431,2024-09-26,9.31,86.01,20,2646.38,35.65,68.27
577431,2024-09-27,9.08,80.27,40,1984.2,18.32,56.65
577431,2024-09-28,10.67,85.3,3,1217.82,69.25,109.13
577431,2024-09-29,7.45,86.67,18,2612.58,4.59,34.9
577431,2024-09-30,4.04,94.3,7,3388.72,48.12,70.19
577431,2024-10-01,5.47,92.34,7,1002.2,22.32,36.74
577431,2024-10-02,6.55,82.7,46,3538.54,73.61,121.7
577431,2024-10-03,8.38,86.56,49,3255.94,7.63,53.4
577431,2024-10-04,6.89,90.09,47,3281.1,87.42,140.86
577431,2024-10-05,10.93,81.72,28,4781.02,47.95,98.48
577431,2024-10-06,6.13,87.75,21,3179.77,45.35,77.99
577431,2024-10-07,11.08,95.44,16,2601.66,3.55,30.15
577431,2024-10-08,11.8,91.57,46,4092.29,59.42,127.11
577431,2024-10-09,11.46,89.93,42,1635.89,13.78,58.49
577431,2024-10-10,6.9,84.94,42,3741.92,93.6,144.18
577431,2024-10-11,11.02,83.18,47,1737.34,68.54,129.17
577431,2024-10-12,4.44,98.79,33,4131.62,41.74,83.77
577431,2024-10-13,11.73,88.63,45,3734.1,60.65,129.71
577431,2024-10-14,10.07,83.87,48,2336.96,84.83,148.34
577431,2024-10-15,4.56,97.11,0,1539.56,72.18,88.51
577431,2024-10-16,9.93,88.84,22,4266.58,52.13,90.62
577431,2024-10-17,8.86,90.1,43,3554.31,45.94,92.66
577431,2024-10-18,4.12,94.53,5,2423.11,9.23,22.06
577431,2024-10-19,4.82,91.71,25,4933.14,41.91,73.63
577431,2024-10-20,10.87,91.43,13,3650.84,78.35,124.44
577431,2024-10-21,11.49,96.79,35,1852.27,75.81,126.65
577431,2024-10-22,5.26,82.86,43,4272.19,31.15,69.1
577431,2024-10-23,5.95,85.07,22,3957.36,45.74,75.59
577431,2024-10-24,5.31,85.81,26,4777.82,1.37,21.75
577431,2024-10-25,3.9,80.22,28,3212.28,37.68,69.88
577431,2024-10-26,9.7,90.0,27,1325.51,12.7,52.15
577431,2024-10-27,10.0,80.48,22,4483.38,74.57,126.83
577431,2024-10-28,4.13,91.38,33,3980.39,8.54,38.07
577431,2024-10-29,9.63,92.38,44,1918.63,3.34,47.14
577431,2024-10-30,4.54,89.63,18,3946.59,59.3,85.17
577431,2024-10-31,4.48,99.9,1,1163.74,76.87,91.33
577431,2024-11-01,12.11,96.9,29,2146.36,41.47,83.56
577431,2024-11-02,11.58,86.54,30,2782.28,49.78,103.28
577431,2024-11-03,4.8,96.49,13,4253.1,49.24,74.44
577431,2024-11-04,9.06,98.69,2,3849.14,92.79,133.8
577431,2024-11-05,4.63,87.17,29,3757.11,72.01,104.44
577431,2024-11-06,6.1,80.68,5,2946.25,34.93,55.65
577431,2024-11-07,8.57,90.02,17,4246.1,81.25,126.5
577431,2024-11-08,9.47,90.57,29,2751.07,94.71,138.19
577431,2024-11-09,9.33,87.07,48,2537.5,91.68,149.76
577431,2024-11-10,11.12,94.18,49,2634.39,9.96,58.11
577431,2024-11-11,9.63,83.23,21,2453.6,68.32,115.72
577431,2024-11-12,3.58,87.12,8,2026.56,3.75,22.83
577431,2024-11-13,12.09,87.67,42,3217.33,60.47,121.28
577431,2024-11-14,10.61,96.46,23,2933.74,50.44,89.93
577431,2024-11-15,7.03,80.95,5,4598.57,5.74,26.16
577431,2024-11-16,5.9,97.3,24,1983.64,70.37,111.4
577431,2024-11-17,12.28,81.88,0,2122.33,99.48,146.31
577431,2024-11-18,6.99,86.04,6,3676.64,94.87,120.35
577431,2024-11-19,7.89,84.12,15,2720.37,0.35,24.53
577431,2024-11-20,5.3,84.12,45,3279.07,86.8,132.37
577431,2024-11-21,8.61,83.74,29,4235.75,58.76,94.93
577431,2024-11-22,6.07,80.05,29,3256.06,55.82,99.93
577431,2024-11-23,4.86,88.62,17,3481.11,74.69,109.53
577431,2024-11-24,10.17,99.17,48,1280.97,73.78,132.41
577431,2024-11-25,6.29,97.35,42,4332.31,2.1,42.35
577431,2024-11-26,5.6,98.66,11,2434.84,47.68,70.28
577431,2024-11-27,8.5,89.09,4,2139.14,91.82,130.11
577431,2024-11-28,5.53,91.23,21,3486.85,35.36,67.26
577431,2024-11-29,7.73,90.13,22,3028.39,79.96,132.79
577431,2024-11-30,9.65,87.39,48,1267.2,1.69,44.12
577431,2024-12-01,10.85,84.18,27,4656.36,2.58,37.36
577431,2024-12-02,9.56,94.23,49,1870.54,72.78,135.81
577431,2024-12-03,7.42,86.59,12,4570.36,30.24,57.79
577431,2024-12-04,6.07,87.58,16,4497.92,38.04,65.22
577431,2024-12-05,10.29,95.49,23,1811.89,83.96,132.79
577431,2024-12-06,8.82,84.13,17,4263.42,77.89,117.63
577431,2024-12-07,6.9,82.39,27,4604.36,2.35,30.74
577431,2024-12-08,7.02,80.72,47,4384.37,58.77,109.15
577431,2024-12-09,7.87,87.04,13,2464.81,91.4,140.59
577431,2024-12-10,5.36,83.54,34,1802.21,51.76,90.76
577431,2024-12-11,5.83,96.85,43,4947.16,82.01,125.32
577431,2024-12-12,8.81,95.21,31,4344.8,13.36,47.8
577431,2024-12-13,6.41,89.84,22,4764.87,29.37,53.08
577431,2024-12-14,7.51,83.84,39,1503.36,35.01,77.09
577431,2024-12-15,8.24,81.19,35,1478.1,28.93,72.9
577431,2024-12-16,10.79,81.98,43,2462.21,57.03,105.28
577431,2024-12-17,8.38,89.16,27,4313.17,97.35,148.81
577431,2024-12-18,8.81,81.81,44,1775.1,19.84,66.0
577431,2024-12-19,3.71,94.12,8,3117.74,71.41,85.48
577431,2024-12-20,9.94,82.85,32,3074.12,52.62,102.28
577431,2024-12-21,8.19,88.6,38,2862.35,39.6,85.19
577431,2024-12-22,4.34,97.69,1,1425.85,46.08,67.9
577431,2024-12-23,8.19,83.23,10,3434.76,69.45,104.38
577431,2024-12-24,10.17,95.89,28,2968.11,94.69,150.86
577431,2024-12-25,7.01,85.91,28,2507.51,87.19,137.56
577431,2024-12-26,12.42,82.03,24,3960.37,99.45,162.63
577431,2024-12-27,9.68,89.15,20,3972.28,10.02,52.37
577431,2024-12-28,6.95,83.15,15,1998.65,77.21,114.9
577431,2024-12-29,6.1,96.29,19,1165.84,95.5,139.27
577431,2024-12-30,7.42,86.7,45,1175.97,17.09,69.11
571201,2018-01-01,5.81,97.21,26,4313.1,31.7,70.88
571201,2018-01-02,5.23,84.79,37,2476.94,91.18,139.02
571201,2018-01-03,8.15,80.6,11,2265.06,14.7,41.17
571201,2018-01-04,11.16,85.08,47,4984.97,93.77,165.08
571201,2018-01-05,11.52,81.32,29,4580.23,90.54,142.33
571201,2018-01-06,3.87,85.26,10,2073.67,16.55,41.1
571201,2018-01-07,12.4,85.85,22,3116.45,59.84,107.65
571201,2018-01-08,9.2,95.21,19,2066.16,11.79,48.08
571201,2018-01-09,9.77,96.0,45,3042.56,14.46,58.2
571201,2018-01-10,7.61,88.78,43,1479.63,45.05,93.23
571201,2018-01-11,6.72,85.38,28,1542.22,40.32,73.4
571201,2018-01-12,7.27,81.45,43,3216.98,44.16,93.48
571201,2018-01-13,9.45,80.53,24,3734.95,96.35,147.84
571201,2018-01-14,8.3,98.74,26,1648.32,20.38,54.01
571201,2018-01-15,12.07,92.67,11,4501.5,88.74,135.35
571201,2018-01-16,8.41,84.84,43,3294.72,9.94,46.66
571201,2018-01-17,3.82,96.3,12,2712.0,5.28,19.78
571201,2018-01-18,12.3,83.89,21,4425.22,4.79,40.73
571201,2018-01-19,10.21,90.21,21,4176.04,95.59,140.83
571201,2018-01-20,8.35,99.59,23,2727.49,52.59,91.88
571201,2018-01-21,10.14,99.16,34,1155.95,36.54,72.6
571201,2018-01-22,9.23,95.54,39,3524.76,66.0,110.62
571201,2018-01-23,4.56,90.37,47,3869.13,74.82,120.54
571201,2018-01-24,12.14,83.83,4,3895.18,51.44,88.92
571201,2018-01-25,4.04,91.77,28,4175.77,78.2,116.58
571201,2018-01-26,6.96,83.55,5,3294.02,19.44,39.22
571201,2018-01-27,6.48,92.76,43,3027.2,40.98,86.29
571201,2018-01-28,9.99,87.91,12,4754.85,25.31,60.43
571201,2018-01-29,5.7,98.37,15,4613.45,6.1,35.07
571201,2018-01-30,9.71,89.47,31,1476.24,38.39,86.38
571201,2018-01-31,10.39,92.81,19,1147.45,6.71,34.31
571201,2018-02-01,8.31,80.15,17,4533.45,47.19,82.99
571201,2018-02-02,10.02,97.62,22,2517.88,34.17,73.13
571201,2018-02-03,6.38,89.89,7,2798.64,18.1,39.07
571201,2018-02-04,11.6,90.25,4,3803.71,53.12,100.58
571201,2018-02-05,4.07,85.11,43,2186.28,47.59,89.83
571201,2018-02-06,12.18,86.68,8,2131.08,81.06,131.85
571201,2018-02-07,6.4,87.53,24,2879.53,79.94,122.39
571201,2018-02-08,10.76,82.64,26,1003.01,92.08,141.54
571201,2018-02-09,11.52,94.29,0,4139.07,94.86,132.09
571201,2018-02-10,9.0,87.36,0,4744.51,81.75,111.19
571201,2018-02-11,5.61,93.05,9,2131.14,18.47,38.57
571201,2018-02-12,9.57,87.44,48,3998.28,51.58,109.55
571201,2018-02-13,5.8,84.92,3,2076.68,56.52,91.25
571201,2018-02-14,9.33,83.09,6,4278.65,27.61,54.03
571201,2018-02-15,5.15,99.0,38,4492.76,52.12,96.7
571201,2018-02-16,9.82,83.83,12,4569.55,0.38,29.79
571201,2018-02-17,7.07,87.38,43,3508.28,40.58,86.64
571201,2018-02-18,5.36,91.39,31,4873.64,88.36,141.47
571201,2018-02-19,12.27,96.47,23,3806.77,94.77,151.04
571201,2018-02-20,3.71,82.16,44,3252.13,59.23,103.01
571201,2018-02-21,6.88,81.34,44,4359.11,31.2,84.13
571201,2018-02-22,6.01,97.63,40,1209.38,89.33,142.21
571201,2018-02-23,10.86,89.13,0,3461.32,12.97,30.57
571201,2018-02-24,10.99,85.01,33,4045.2,85.91,134.97
571201,2018-02-25,6.37,84.29,42,4933.54,63.78,110.02
571201,2018-02-26,5.97,88.43,44,1907.44,84.74,136.99
571201,2018-02-27,7.93,93.08,44,4474.31,57.14,108.21
571201,2018-02-28,5.47,83.45,18,1262.0,81.18,116.7
571201,2018-03-01,11.5,87.97,43,3566.61,45.99,104.91
571201,2018-03-02,10.73,98.62,8,1604.02,19.12,51.75
571201,2018-03-03,4.37,94.48,30,2769.92,10.28,28.72
571201,2018-03-04,11.43,80.59,41,1053.63,76.85,135.53
571201,2018-03-05,8.8,95.7,19,4550.21,40.32,68.02
571201,2018-03-06,11.87,93.19,36,2858.06,16.63,60.54
571201,2018-03-07,10.71,81.57,49,3738.33,74.23,135.63
571201,2018-03-08,8.51,81.53,17,2082.64,32.52,68.93
571201,2018-03-09,5.16,87.27,27,2304.7,31.29,64.75
571201,2018-03-10,12.03,82.33,44,2278.07,13.1,64.86
571201,2018-03-11,11.63,90.08,0,2978.88,71.69,114.18
571201,2018-03-12,10.32,87.72,13,4149.79,51.11,90.06
571201,2018-03-13,7.24,87.54,21,4480.35,88.92,134.33
571201,2018-03-14,5.37,92.64,32,2644.6,75.45,110.97
571201,2018-03-15,10.75,97.9,47,1222.9,2.58,43.0
571201,2018-03-16,10.83,95.46,5,1173.78,3.24,35.63
571201,2018-03-17,5.45,80.37,32,1922.71,79.08,116.7
571201,2018-03-18,8.85,92.53,24,2003.06,81.18,123.11
571201,2018-03-19,5.08,97.68,13,4597.59,57.59,86.65
571201,2018-03-20,12.21,84.61,34,2259.81,22.79,68.15
571201,2018-03-21,8.22,87.81,10,2872.57,28.36,60.27
571201,2018-03-22,11.11,98.25,30,4666.15,48.33,99.67
571201,2018-03-23,5.51,91.14,40,4682.96,86.31,136.5
571201,2018-03-24,7.3,98.3,24,1714.81,81.47,124.13
571201,2018-03-25,6.88,84.5,0,1945.84,60.45,79.3
571201,2018-03-26,9.96,83.2,32,3075.38,40.92,77.27
571201,2018-03-27,7.36,90.53,30,3547.44,46.66,89.75
571201,2018-03-28,5.9,86.6,49,3668.72,34.21,69.9
571201,2018-03-29,7.01,82.96,1,2884.13,35.98,58.35
571201,2018-03-30,8.26,84.67,47,1289.85,55.78,104.73
571201,2018-03-31,3.88,96.57,6,1203.44,92.75,114.74
571201,2018-04-01,7.13,83.46,15,4992.68,38.18,66.48
571201,2018-04-02,8.2,87.12,48,1639.96,23.47,64.28
571201,2018-04-03,7.18,82.38,29,3268.95,38.27,81.84
571201,2018-04-04,11.61,87.52,11,2781.04,41.96,78.93
571201,2018-04-05,12.31,91.45,44,4912.84,33.31,89.09
571201,2018-04-06,9.19,97.19,42,2141.98,91.98,148.34
571201,2018-04-07,9.47,90.77,13,1237.1,90.59,136.72
571201,2018-04-08,7.71,96.96,20,2718.68,82.88,125.69
571201,2018-04-09,11.96,80.53,25,4603.66,71.5,116.46
571201,2018-04-10,5.8,85.92,42,3067.43,83.59,127.22
571201,2018-04-11,4.5,99.74,40,4077.76,46.11,89.17
571201,2018-04-12,6.06,86.07,11,3325.51,20.13,42.08
571201,2018-04-13,4.09,93.51,48,2105.63,69.81,110.18
571201,2018-04-14,11.97,92.71,44,3029.79,79.0,142.73
571201,2018-04-15,8.51,91.05,9,2837.28,88.58,121.81
571201,2018-04-16,3.61,97.05,26,2484.13,22.33,48.56
571201,2018-04-17,5.65,80.8,47,4038.0,11.59,46.85
571201,2018-04-18,11.07,90.66,31,3362.58,62.74,108.16
571201,2018-04-19,7.25,82.71,33,3169.82,74.39,120.08
571201,2018-04-20,6.67,91.65,4,2762.07,0.58,17.32
571201,2018-04-21,5.76,95.31,19,3824.59,60.8,102.8
571201,2018-04-22,8.98,93.5,47,2720.87,49.67,95.76
571201,2018-04-23,8.66,84.54,45,4133.9,55.23,105.03
571201,2018-04-24,10.41,82.57,19,1445.26,3.1,23.62
571201,2018-04-25,3.58,92.84,31,4834.14,28.44,66.96
571201,2018-04-26,9.47,93.86,10,2098.69,22.23,42.23
571201,2018-04-27,3.61,93.64,6,3653.11,12.14,33.52
571201,2018-04-28,4.47,90.74,13,3123.42,51.58,71.73
571201,2018-04-29,8.12,82.55,12,1114.42,80.7,115.39
571201,2018-04-30,4.39,82.83,17,2063.08,63.35,92.94
571201,2018-05-01,11.74,81.32,21,2492.01,42.0,85.61
571201,2018-05-02,5.28,84.21,14,1431.44,40.92,71.26
571201,2018-05-03,5.49,96.41,25,4898.4,63.86,95.52
571201,2018-05-04,5.58,81.5,15,4111.4,24.75,54.28
571201,2018-05-05,12.13,90.57,32,4115.26,41.49,86.23
571201,2018-05-06,3.68,85.06,43,2818.43,41.97,77.05
571201,2018-05-07,6.91,98.21,30,2674.29,50.2,91.84
571201,2018-05-08,7.22,98.46,43,3676.95,43.5,86.68
571201,2018-05-09,10.15,98.65,29,1275.81,76.93,130.45
571201,2018-05-10,6.87,99.32,26,4739.74,38.11,70.44
571201,2018-05-11,9.97,81.08,15,3906.12,43.24,76.39
571201,2018-05-12,11.29,93.04,23,4136.21,60.68,102.89
571201,2018-05-13,10.67,81.51,13,2827.62,90.45,142.43
571201,2018-05-14,6.14,82.85,13,2792.34,68.33,99.46
571201,2018-05-15,7.55,99.0,37,2663.33,10.47,48.59
571201,2018-05-16,5.56,95.71,33,3835.19,79.19,121.35
571201,2018-05-17,4.8,90.38,42,3624.67,41.88,82.52
571201,2018-05-18,4.92,81.11,25,4725.95,26.12,55.12
571201,2018-05-19,12.14,92.9,38,1527.84,81.88,142.52
571201,2018-05-20,3.96,94.85,40,4604.94,6.27,42.17
571201,2018-05-21,6.01,86.62,28,2917.28,24.1,39.71
571201,2018-05-22,8.19,95.2,16,4265.07,74.68,114.77
571201,2018-05-23,5.94,94.77,12,2089.34,82.08,118.32
571201,2018-05-24,5.81,81.66,9,1472.77,16.65,38.32
571201,2018-05-25,9.75,88.03,25,3916.57,6.95,42.17
571201,2018-05-26,12.22,98.76,40,4000.22,10.21,58.62
571201,2018-05-27,8.3,88.5,26,1115.72,47.35,76.75
571201,2018-05-28,5.54,81.03,20,2577.9,92.19,122.43
571201,2018-05-29,5.37,89.1,27,4939.55,94.57,138.11
571201,2018-05-30,4.93,87.15,30,2549.05,59.94,88.55
571201,2018-05-31,9.41,94.67,44,2755.98,57.03,105.71
571201,2018-06-01,6.16,85.8,5,2138.05,19.72,38.34
571201,2018-06-02,10.27,93.31,7,4785.2,4.92,29.61
571201,2018-06-03,10.13,85.36,22,1489.03,77.24,123.0
571201,2018-06-04,4.02,89.48,25,3860.27,98.74,132.58
571201,2018-06-05,6.98,98.27,16,4630.27,93.42,130.32
571201,2018-06-06,9.02,86.11,30,4334.67,95.46,141.03
571201,2018-06-07,7.42,98.93,2,2870.09,82.77,115.41
571201,2018-06-08,10.49,91.42,39,1096.75,0.67,30.95
571201,2018-06-09,7.92,87.73,48,3230.7,82.57,144.27
571201,2018-06-10,9.5,87.43,7,1220.81,58.33,92.09
571201,2018-06-11,9.04,82.67,1,2687.54,18.43,47.86
571201,2018-06-12,11.71,91.19,13,2762.8,52.82,86.47
571201,2018-06-13,6.31,85.64,38,3342.28,27.85,67.97
571201,2018-06-14,9.92,99.23,18,3269.34,3.82,26.81
571201,2018-06-15,5.96,99.78,18,3852.29,10.35,33.25
571201,2018-06-16,4.33,91.19,3,1037.32,10.41,31.62
571201,2018-06-17,11.75,96.13,20,1261.54,36.24,79.76
571201,2018-06-18,8.08,99.05,11,1353.15,93.43,126.07
571201,2018-06-19,5.41,98.78,29,1404.29,28.92,51.5
571201,2018-06-20,11.02,87.58,19,2814.93,42.8,92.34
571201,2018-06-21,4.4,94.68,38,1582.53,26.66,73.74
571201,2018-06-22,7.03,82.85,22,2893.5,59.26,103.04
571201,2018-06-23,5.75,94.49,1,2764.27,53.44,81.18
571201,2018-06-24,6.89,97.32,13,4935.9,18.94,38.26
571201,2018-06-25,7.8,96.69,1,3976.99,46.2,75.99
571201,2018-06-26,4.21,83.96,10,2344.82,97.99,125.44
571201,2018-06-27,4.61,97.57,0,3072.24,73.8,102.76
571201,2018-06-28,11.77,86.71,8,1716.52,89.61,137.72
571201,2018-06-29,10.97,99.26,27,4096.68,69.09,117.25
571201,2018-06-30,5.41,92.69,41,1685.64,98.81,144.89
571201,2018-07-01,4.53,93.2,4,2560.96,85.1,112.73
571201,2018-07-02,5.41,98.55,17,1339.76,4.21,23.36
571201,2018-07-03,12.34,93.66,2,2680.38,14.85,36.18
571201,2018-07-04,5.77,90.01,38,2245.96,61.17,99.71
571201,2018-07-05,10.02,99.01,1,1811.58,91.52,126.13
571201,2018-07-06,11.54,86.84,6,3866.1,95.06,138.12
571201,2018-07-07,8.76,88.63,21,1825.61,63.12,104.76
571201,2018-07-08,4.9,90.3,7,1244.67,56.36,84.62
571201,2018-07-09,5.91,95.67,26,4044.95,44.88,77.76
571201,2018-07-10,11.13,86.58,29,3931.95,56.11,108.88
571201,2018-07-11,7.21,87.53,10,1301.41,31.83,57.01
571201,2018-07-12,9.35,85.9,39,1624.6,93.78,148.73
571201,2018-07-13,7.65,99.62,2,1424.31,37.59,56.49
571201,2018-07-14,10.16,98.27,17,2608.32,37.35,76.4
571201,2018-07-15,7.12,86.89,21,2203.87,51.04,89.62
571201,2018-07-16,10.23,94.63,37,1580.33,64.65,123.4
571201,2018-07-17,10.45,80.22,40,4852.89,55.74,99.83
571201,2018-07-18,9.72,91.48,12,3967.57,63.01,102.19
571201,2018-07-19,9.13,95.68,7,1288.05,87.38,134.98
571201,2018-07-20,10.5,97.3,27,3642.2,79.84,140.09
571201,2018-07-21,5.78,94.54,42,2238.4,87.48,141.32
571201,2018-07-22,11.99,98.33,32,2858.25,57.83,108.84
571201,2018-07-23,6.25,90.09,28,3897.7,20.01,47.96
571201,2018-07-24,8.08,83.16,42,3288.07,84.57,128.95
571201,2018-07-25,9.22,97.11,14,4018.26,10.56,34.28
571201,2018-07-26,5.96,82.47,10,1139.14,57.56,86.33
571201,2018-07-27,5.75,96.84,27,3110.58,52.4,92.16
571201,2018-07-28,6.85,82.1,37,2971.45,84.6,133.87
571201,2018-07-29,10.7,93.73,23,2781.41,94.14,141.13
571201,2018-07-30,6.35,94.73,5,2667.88,32.18,48.04
571201,2018-07-31,6.19,84.04,8,2971.41,72.27,93.87
571201,2018-08-01,5.01,92.96,9,4359.41,24.71,49.86
571201,2018-08-02,6.21,87.76,28,3461.04,39.18,74.5
571201,2018-08-03,9.76,86.72,47,3511.19,81.99,149.12
571201,2018-08-04,10.34,97.38,10,3562.67,68.83,108.79
571201,2018-08-05,7.46,89.49,35,1503.61,53.6,96.51
571201,2018-08-06,6.09,85.31,49,2597.49,95.0,149.72
571201,2018-08-07,5.86,94.03,20,2339.22,11.32,31.09
571201,2018-08-08,9.17,96.61,41,3425.59,35.43,81.3
571201,2018-08-09,7.26,82.98,9,1187.35,16.87,32.2
571201,2018-08-10,4.14,85.58,44,1801.82,59.77,106.34
571201,2018-08-11,8.45,94.78,40,3264.14,85.41,140.25
571201,2018-08-12,4.13,92.54,35,3289.43,71.1,108.7
571201,2018-08-13,8.24,88.21,27,3730.93,91.8,141.71
571201,2018-08-14,3.87,80.19,2,2035.46,1.29,17.89
571201,2018-08-15,7.74,92.41,5,2970.12,70.72,100.32
571201,2018-08-16,9.3,82.02,49,4705.44,87.22,142.24
571201,2018-08-17,10.12,80.35,10,2729.73,24.99,62.3
571201,2018-08-18,9.69,87.69,28,1258.73,76.68,127.54
571201,2018-08-19,8.29,86.53,34,4425.53,38.87,83.99
571201,2018-08-20,7.18,82.49,40,3269.08,7.87,46.93
571201,2018-08-21,7.82,93.27,36,1370.21,66.35,106.64
571201,2018-08-22,5.22,85.91,28,3008.16,51.97,92.87
571201,2018-08-23,7.36,93.83,3,4645.04,90.65,120.45
571201,2018-08-24,7.95,90.02,15,1921.39,50.09,79.93
571201,2018-08-25,5.74,84.72,6,2032.61,84.21,111.56
571201,2018-08-26,4.3,97.42,1,3440.21,49.52,66.09
571201,2018-08-27,8.79,95.99,36,2053.3,56.77,108.46
571201,2018-08-28,8.27,92.53,44,1562.33,13.86,58.58
571201,2018-08-29,7.88,85.03,20,3875.92,97.08,135.88
571201,2018-08-30,3.54,90.16,48,4463.02,29.14,72.07
571201,2018-08-31,7.4,99.75,4,1408.11,59.69,89.68
571201,2018-09-01,3.71,83.06,47,3978.96,42.36,78.96
571201,2018-09-02,8.12,96.22,27,1865.62,28.48,62.19
571201,2018-09-03,4.08,89.86,21,1008.48,62.16,95.06
571201,2018-09-04,5.21,99.61,36,4947.62,95.29,148.29
571201,2018-09-05,9.74,94.57,15,4470.56,91.13,139.23
571201,2018-09-06,11.77,81.04,42,4176.65,20.11,72.39
571201,2018-09-07,9.25,99.36,4,2071.36,53.47,92.77
571201,2018-09-08,8.16,84.87,42,4075.34,51.35,102.64
571201,2018-09-09,11.89,83.14,17,4360.37,22.72,62.09
571201,2018-09-10,7.94,93.72,47,3289.45,95.64,154.69
571201,2018-09-11,4.54,97.77,1,3022.15,16.1,25.72
571201,2018-09-12,3.52,91.1,19,2752.63,60.74,80.89
571201,2018-09-13,4.86,99.42,16,1860.09,68.18,97.48
571201,2018-09-14,10.91,95.2,2,3417.25,68.01,102.36
571201,2018-09-15,8.61,96.53,10,4979.49,25.9,53.55
571201,2018-09-16,11.07,96.29,41,3148.15,44.47,90.33
571201,2018-09-17,8.47,88.93,0,2723.11,94.21,132.91
571201,2018-09-18,11.36,81.99,39,3132.61,27.04,68.86
571201,2018-09-19,4.89,93.25,16,2583.59,73.12,106.94
571201,2018-09-20,5.88,97.62,14,1048.81,38.48,66.66
571201,2018-09-21,6.91,84.3,46,3833.74,4.78,41.5
571201,2018-09-22,4.97,99.37,40,3685.01,11.34,36.75
571201,2018-09-23,3.79,80.73,30,4476.98,80.35,115.0
571201,2018-09-24,5.12,87.09,17,3069.85,26.18,59.07
571201,2018-09-25,4.88,98.23,47,3172.23,57.52,97.4
571201,2018-09-26,7.86,98.7,49,4295.91,31.55,78.05
571201,2018-09-27,5.22,89.41,1,3782.29,32.02,53.31
571201,2018-09-28,5.28,98.09,48,3432.94,65.21,114.35
571201,2018-09-29,10.39,86.93,0,2266.53,67.3,103.78
571201,2018-09-30,9.86,81.13,46,1599.48,23.3,76.62
571201,2018-10-01,7.48,84.31,46,4399.0,71.0,125.85
571201,2018-10-02,9.45,97.27,4,2914.01,83.04,119.32
571201,2018-10-03,11.14,84.81,14,4519.52,42.08,88.06
571201,2018-10-04,9.63,81.44,23,2523.11,74.35,120.16
571201,2018-10-05,9.99,96.19,41,1063.54,72.87,130.42
571201,2018-10-06,4.82,84.15,0,2530.65,6.08,15.65
571201,2018-10-07,7.64,87.08,11,4963.11,5.36,22.38
571201,2018-10-08,6.03,82.58,46,3494.11,32.24,77.31
571201,2018-10-09,6.32,90.86,36,1452.44,22.52,48.87
571201,2018-10-10,8.19,95.06,46,2641.18,35.04,84.69
571201,2018-10-11,7.76,91.78,19,1709.03,38.46,70.32
571201,2018-10-12,5.63,80.98,42,2003.45,21.11,56.08
571201,2018-10-13,3.91,88.46,5,1904.93,0.74,13.65
571201,2018-10-14,4.68,91.89,21,1998.23,46.38,79.54
571201,2018-10-15,6.44,80.08,22,1900.35,46.67,80.12
571201,2018-10-16,5.51,89.29,26,4572.87,67.83,108.72
571201,2018-10-17,6.64,95.76,26,1656.61,31.77,74.49
571201,2018-10-18,9.87,94.05,44,4869.26,4.52,54.78
571201,2018-10-19,10.54,91.7,15,1508.2,5.84,31.81
571201,2018-10-20,7.36,90.0,25,4644.75,93.63,136.27
571201,2018-10-21,8.52,81.91,39,2933.22,88.31,151.2
571201,2018-10-22,8.66,94.95,38,1749.21,87.32,146.38
571201,2018-10-23,10.0,86.7,34,3776.44,81.65,141.56
571201,2018-10-24,9.41,82.08,33,3065.78,47.57,93.67
571201,2018-10-25,10.26,80.76,39,2971.23,75.09,130.9
571201,2018-10-26,12.5,92.89,22,3841.76,18.24,59.8
571201,2018-10-27,7.73,81.54,49,3414.04,35.36,86.72
571201,2018-10-28,8.99,97.02,27,4760.39,17.39,49.97
571201,2018-10-29,9.77,91.9,28,3504.23,92.15,148.51
571201,2018-10-30,8.69,88.24,32,1256.1,50.03,89.83
571201,2018-10-31,9.57,89.02,41,2999.01,79.45,126.7
571201,2018-11-01,10.46,91.03,48,4761.0,2.18,59.57
571201,2018-11-02,12.19,93.7,4,2055.58,98.74,139.64
571201,2018-11-03,7.52,86.02,45,1488.34,9.56,45.88
571201,2018-11-04,6.7,88.92,20,3862.9,27.12,53.6
571201,2018-11-05,4.51,80.25,49,4261.42,51.71,101.31
571201,2018-11-06,6.84,92.83,15,1428.13,44.82,81.79
571201,2018-11-07,5.91,93.69,48,2131.76,67.69,126.15
571201,2018-11-08,7.12,80.23,12,2562.09,37.96,62.17
571201,2018-11-09,10.89,86.73,4,4883.66,54.32,85.05
571201,2018-11-10,8.77,89.22,12,1906.11,30.26,57.97
571201,2018-11-11,6.21,92.29,25,2477.22,54.21,93.05
571201,2018-11-12,5.21,87.85,38,4546.81,95.84,147.64
571201,2018-11-13,9.14,99.78,41,4314.4,42.58,80.85
571201,2018-11-14,7.93,94.11,41,2920.41,20.54,54.84
571201,2018-11-15,11.31,94.95,20,3395.97,6.12,46.87
571201,2018-11-16,4.26,82.04,25,4482.71,40.61,74.45
571201,2018-11-17,5.31,99.55,23,3062.41,24.11,57.7
571201,2018-11-18,8.62,84.05,43,3004.09,52.13,100.53
571201,2018-11-19,11.89,87.33,43,3573.74,39.89,97.0
571201,2018-11-20,3.54,95.37,30,1962.21,54.43,83.99
571201,2018-11-21,11.96,98.4,11,2066.18,50.81,87.77
